seed,d1,d2,d3,d4,d5,d8
55,3.583000e-02,1.200000e-03,9.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
56,3.671000e-02,1.130000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
57,3.356000e-02,9.200000e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
58,3.500000e-02,1.420000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
59,3.602000e-02,1.380000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
60,4.002000e-02,1.660000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
61,3.794000e-02,1.560000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
62,4.225000e-02,2.040000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
63,3.664000e-02,1.530000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
64,3.490000e-02,1.180000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
65,3.588000e-02,1.590000e-03,5.000000e-05,2.000000e-05,1.000000e-05,0.000000e+00
66,3.982000e-02,1.430000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
67,3.605000e-02,1.140000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
68,3.808000e-02,1.390000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
69,6.433000e-02,2.120000e-03,8.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
70,3.980000e-02,3.890000e-03,1.200000e-04,0.000000e+00,0.000000e+00,0.000000e+00
71,3.787000e-02,1.210000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
72,3.580000e-02,1.050000e-03,9.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
73,3.957000e-02,1.250000e-03,1.500000e-04,0.000000e+00,0.000000e+00,0.000000e+00
74,3.874000e-02,1.700000e-03,9.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
75,8.235000e-02,2.780000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
76,3.488000e-02,1.240000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
77,4.159000e-02,1.180000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
78,3.615000e-02,1.070000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
79,3.850000e-02,1.300000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
80,3.590000e-02,1.240000e-03,9.000000e-05,1.000000e-05,0.000000e+00,0.000000e+00
81,3.588000e-02,1.870000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
82,3.500000e-02,1.140000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
83,3.580000e-02,1.030000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
84,3.767000e-02,1.180000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
85,6.426000e-02,2.740000e-03,9.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
86,4.855000e-02,1.730000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
87,3.581000e-02,1.120000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
88,3.775000e-02,1.230000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
89,3.547000e-02,1.020000e-03,8.000000e-05,3.000000e-05,0.000000e+00,0.000000e+00
90,3.586000e-02,2.740000e-03,7.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
91,3.494000e-02,1.880000e-03,8.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
92,4.778000e-02,1.510000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
93,3.573000e-02,1.260000e-03,7.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
94,3.600000e-02,9.300000e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
95,3.599000e-02,1.280000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
96,2.413300e-01,8.720000e-03,3.900000e-04,4.000000e-05,0.000000e+00,0.000000e+00
97,3.506000e-02,1.050000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
98,3.511000e-02,2.200000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
99,3.874000e-02,1.360000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
100,4.372000e-02,1.630000e-03,8.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
101,3.595000e-02,1.130000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
102,3.904000e-02,1.400000e-03,7.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
103,4.789000e-02,1.990000e-03,1.700000e-04,0.000000e+00,0.000000e+00,0.000000e+00
104,3.676000e-02,1.490000e-03,1.200000e-04,0.000000e+00,0.000000e+00,0.000000e+00
105,3.772000e-02,1.400000e-03,7.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
106,3.405000e-02,9.500000e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
107,3.588000e-02,1.310000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
108,3.516000e-02,1.210000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
109,3.598000e-02,1.390000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
110,3.497000e-02,1.030000e-03,7.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
111,3.506000e-02,1.470000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
112,3.582000e-02,1.170000e-03,8.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
113,3.889000e-02,1.330000e-03,1.100000e-04,0.000000e+00,0.000000e+00,0.000000e+00
114,3.686000e-02,1.480000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
115,3.670000e-02,1.320000e-03,3.300000e-04,0.000000e+00,0.000000e+00,0.000000e+00
116,3.596000e-02,1.630000e-03,2.000000e-04,0.000000e+00,0.000000e+00,0.000000e+00
117,3.580000e-02,1.140000e-03,2.100000e-04,1.000000e-05,0.000000e+00,0.000000e+00
118,3.802000e-02,1.240000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
119,3.495000e-02,1.410000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
120,3.579000e-02,1.710000e-03,9.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
121,3.506000e-02,1.000000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
122,3.322000e-02,1.240000e-03,1.100000e-04,0.000000e+00,0.000000e+00,0.000000e+00
123,3.581000e-02,9.800000e-04,1.100000e-04,0.000000e+00,0.000000e+00,0.000000e+00
124,3.513000e-02,1.370000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
125,3.590000e-02,1.420000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
126,3.616000e-02,7.000000e-04,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
127,4.735000e-02,1.680000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
128,3.504000e-02,1.960000e-03,8.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
129,3.491000e-02,1.090000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
130,3.532000e-02,3.200000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
131,3.682000e-02,2.020000e-03,1.100000e-04,0.000000e+00,0.000000e+00,0.000000e+00
132,3.406000e-02,1.040000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
133,3.579000e-02,1.330000e-03,9.000000e-05,1.000000e-05,0.000000e+00,0.000000e+00
134,3.710000e-02,1.160000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
135,3.479000e-02,1.220000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
136,3.589000e-02,1.490000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
137,3.611000e-02,1.080000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
138,3.592000e-02,8.800000e-04,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
139,3.504000e-02,6.600000e-04,8.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
140,3.546000e-02,2.760000e-03,9.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
141,3.597000e-02,1.150000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
142,4.645000e-02,1.630000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
143,3.596000e-02,1.600000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
144,3.983000e-02,1.340000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
145,3.591000e-02,6.900000e-04,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
146,3.832000e-02,1.250000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
147,3.698000e-02,1.230000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
148,3.483000e-02,1.380000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
149,3.662000e-02,1.380000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
150,3.492000e-02,1.180000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
151,3.583000e-02,1.530000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
152,4.192000e-02,3.710000e-03,1.600000e-04,0.000000e+00,0.000000e+00,0.000000e+00
153,3.497000e-02,1.470000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
154,3.932000e-02,1.370000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
155,3.609000e-02,1.320000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
156,3.815000e-02,1.220000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
157,3.585000e-02,9.200000e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
158,3.603000e-02,1.530000e-03,1.000000e-04,0.000000e+00,0.000000e+00,0.000000e+00
159,3.601000e-02,1.340000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
160,3.587000e-02,1.190000e-03,9.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
161,3.488000e-02,1.250000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
162,6.550000e-02,2.490000e-03,1.200000e-04,0.000000e+00,0.000000e+00,0.000000e+00
163,3.487000e-02,1.580000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
164,3.488000e-02,9.600000e-04,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
165,3.498000e-02,1.320000e-03,1.000000e-04,0.000000e+00,0.000000e+00,0.000000e+00
166,4.161000e-02,1.390000e-03,8.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
167,3.575000e-02,1.160000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
168,3.518000e-02,1.100000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
169,4.342000e-02,1.620000e-03,1.600000e-04,1.000000e-05,0.000000e+00,0.000000e+00
170,3.576000e-02,1.150000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
171,3.604000e-02,1.230000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
172,3.598000e-02,1.270000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
173,3.582000e-02,1.260000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
174,3.510000e-02,1.520000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
175,3.919000e-02,1.480000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
176,3.573000e-02,1.220000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
177,3.881000e-02,1.290000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
178,4.316000e-02,1.830000e-03,1.200000e-04,0.000000e+00,0.000000e+00,0.000000e+00
179,3.585000e-02,1.300000e-03,1.200000e-04,0.000000e+00,0.000000e+00,0.000000e+00
180,4.118000e-02,1.210000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
181,3.495000e-02,1.380000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
182,3.589000e-02,1.360000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
183,3.518000e-02,1.220000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
184,3.527000e-02,1.170000e-03,1.100000e-04,0.000000e+00,0.000000e+00,0.000000e+00
185,3.602000e-02,1.200000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
186,3.616000e-02,1.290000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
187,3.513000e-02,1.100000e-03,4.000000e-05,2.000000e-05,0.000000e+00,0.000000e+00
188,3.485000e-02,1.790000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
189,4.055000e-02,1.410000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
190,3.605000e-02,1.440000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
191,3.595000e-02,1.260000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
192,3.581000e-02,1.550000e-03,6.000000e-05,2.000000e-05,0.000000e+00,0.000000e+00
193,3.617000e-02,1.810000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
194,3.502000e-02,1.070000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
195,3.591000e-02,2.040000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
196,3.572000e-02,1.720000e-03,2.900000e-04,0.000000e+00,0.000000e+00,0.000000e+00
197,3.503000e-02,1.030000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
198,3.776000e-02,1.520000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
199,3.484000e-02,1.170000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
200,3.577000e-02,1.320000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
201,3.583000e-02,2.830000e-03,1.100000e-04,0.000000e+00,0.000000e+00,0.000000e+00
202,4.928000e-02,1.810000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
203,3.734000e-02,1.280000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
204,3.702000e-02,1.180000e-03,1.000000e-04,0.000000e+00,0.000000e+00,0.000000e+00
205,3.594000e-02,1.370000e-03,1.200000e-04,0.000000e+00,0.000000e+00,0.000000e+00
206,3.805000e-02,1.510000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
207,3.566000e-02,1.200000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
208,3.775000e-02,1.270000e-03,8.000000e-05,2.000000e-05,0.000000e+00,0.000000e+00
209,3.602000e-02,1.250000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
210,3.438000e-02,1.150000e-03,1.700000e-04,1.000000e-05,0.000000e+00,0.000000e+00
211,3.778000e-02,1.110000e-03,7.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
212,3.921000e-02,1.150000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
213,3.806000e-02,1.470000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
214,3.594000e-02,1.200000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
215,3.597000e-02,1.610000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
216,3.473000e-02,1.140000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
217,3.576000e-02,9.100000e-04,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
218,3.600000e-02,1.500000e-03,1.300000e-04,0.000000e+00,0.000000e+00,0.000000e+00
219,5.772000e-02,1.590000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
220,4.018000e-02,1.580000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
221,3.860000e-02,1.470000e-03,3.000000e-05,2.000000e-05,0.000000e+00,0.000000e+00
222,3.572000e-02,1.180000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
223,5.196000e-02,1.680000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
224,3.758000e-02,1.160000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
225,3.601000e-02,1.440000e-03,8.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
226,3.591000e-02,1.300000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
227,3.592000e-02,7.600000e-04,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
228,3.603000e-02,2.160000e-03,6.000000e-05,1.000000e-05,0.000000e+00,0.000000e+00
229,3.529000e-02,1.870000e-03,7.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
230,5.981000e-02,2.070000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
231,3.595000e-02,1.690000e-03,2.100000e-04,0.000000e+00,0.000000e+00,0.000000e+00
232,3.745000e-02,1.350000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
233,3.891000e-02,7.900000e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
234,3.762000e-02,1.810000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
235,3.589000e-02,4.080000e-03,7.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
236,3.494000e-02,1.710000e-03,4.000000e-05,2.000000e-05,0.000000e+00,0.000000e+00
237,3.589000e-02,1.050000e-03,8.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
238,3.623000e-02,1.210000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
239,3.495000e-02,1.130000e-03,7.000000e-05,1.000000e-05,0.000000e+00,0.000000e+00
240,3.961000e-02,3.030000e-03,2.500000e-04,0.000000e+00,0.000000e+00,0.000000e+00
241,4.877000e-02,1.640000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
242,3.771000e-02,1.490000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
243,3.515000e-02,1.270000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
244,3.584000e-02,1.500000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
245,3.502000e-02,2.340000e-03,8.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
246,4.891000e-02,1.290000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
247,3.638000e-02,1.730000e-03,4.900000e-04,2.100000e-04,0.000000e+00,0.000000e+00
248,3.575000e-02,1.170000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
249,3.956000e-02,1.250000e-03,1.700000e-04,0.000000e+00,0.000000e+00,0.000000e+00
250,4.253000e-02,1.470000e-03,1.600000e-04,0.000000e+00,0.000000e+00,0.000000e+00
251,3.574000e-02,1.240000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
252,3.605000e-02,1.150000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
253,3.902000e-02,1.350000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
254,3.604000e-02,1.240000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
255,3.480000e-02,1.190000e-03,7.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
256,3.676000e-02,1.200000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
257,3.510000e-02,1.010000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
258,3.779000e-02,1.310000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
259,3.684000e-02,1.620000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
260,3.689000e-02,8.400000e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
261,3.602000e-02,1.540000e-03,1.000000e-04,0.000000e+00,0.000000e+00,0.000000e+00
262,3.687000e-02,1.730000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
263,3.579000e-02,1.150000e-03,7.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
264,3.461000e-02,7.200000e-04,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
265,3.522000e-02,1.350000e-03,1.200000e-04,0.000000e+00,0.000000e+00,0.000000e+00
266,3.607000e-02,1.430000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
267,3.587000e-02,1.920000e-03,8.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
268,3.499000e-02,1.250000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
269,3.722000e-02,1.250000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
270,3.861000e-02,1.400000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
271,3.509000e-02,1.160000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
272,3.485000e-02,1.080000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
273,3.568000e-02,1.120000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
274,4.427000e-02,1.540000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
275,3.503000e-02,2.298000e-02,8.000000e-04,0.000000e+00,0.000000e+00,0.000000e+00
276,4.631000e-02,1.420000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
277,3.767000e-02,1.220000e-03,8.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
278,3.806000e-02,1.200000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
